DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AL,2009,1840.737,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AL,2010,1897.918,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AL,2011,1953.468,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AL,2012,1790.623,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AL,2013,1961.871,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AL,2014,2058.574,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AL,2015,1962.498,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AL,2016,1899.558,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AL,2017,2078.928,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AL,2018,2134.212,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AL,2019,2053.036,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AL,2020,1846.436,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AT,2009,24684.381,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AT,2010,25961.403,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AT,2011,25096.146,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AT,2012,25203.967,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AT,2013,25800.573,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AT,2014,24762.326,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AT,2015,25476.389,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AT,2016,26099.940,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AT,2017,26503.187,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AT,2018,26038.720,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AT,2019,26227.621,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,AT,2020,24817.272,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BA,2014,3103.624,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BA,2015,3316.907,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BA,2016,3543.934,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BA,2017,3497.933,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BA,2018,4211.931,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BA,2019,4192.651,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BA,2020,4025.379,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BE,2009,32846.390,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BE,2010,35402.324,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BE,2011,32573.219,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BE,2012,33008.826,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BE,2013,34059.593,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BE,2014,31580.693,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BE,2015,33149.908,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BE,2016,33427.056,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BE,2017,32966.074,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BE,2018,33183.950,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BE,2019,32579.814,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BE,2020,31039.168,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BG,2009,8471.946,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BG,2010,8699.392,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BG,2011,9125.105,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BG,2012,9103.369,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BG,2013,8680.757,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BG,2014,8881.501,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BG,2015,9388.553,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BG,2016,9517.949,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BG,2017,9745.903,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BG,2018,9755.122,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BG,2019,9706.772,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,BG,2020,9512.739,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CY,2009,1661.850,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CY,2010,1645.788,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CY,2011,1614.212,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CY,2012,1492.799,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CY,2013,1372.455,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CY,2014,1377.348,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CY,2015,1423.923,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CY,2016,1490.606,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CY,2017,1551.546,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CY,2018,1581.273,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CY,2019,1626.652,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CY,2020,1528.558,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CZ,2009,23795.329,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CZ,2010,24121.144,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CZ,2011,23335.941,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CZ,2012,23321.757,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CZ,2013,23126.347,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CZ,2014,22439.445,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CZ,2015,23093.898,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CZ,2016,23690.581,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CZ,2017,24440.504,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CZ,2018,24186.092,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CZ,2019,24222.332,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,CZ,2020,23753.374,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DE,2009,196728.372,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DE,2010,209923.090,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DE,2011,199292.537,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DE,2012,202662.536,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DE,2013,208057.421,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DE,2014,197229.019,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DE,2015,200031.296,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DE,2016,203666.981,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DE,2017,204512.293,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DE,2018,200684.593,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DE,2019,200804.342,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DE,2020,193616.957,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DK,2009,14146.331,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DK,2010,14850.955,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DK,2011,14117.097,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DK,2012,13612.515,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DK,2013,13461.011,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DK,2014,12932.566,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DK,2015,13462.655,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DK,2016,13764.298,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DK,2017,13816.624,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DK,2018,13807.065,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DK,2019,13546.716,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,DK,2020,13130.771,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EA19,2009,752364.938,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EA19,2010,781698.455,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EA19,2011,745353.342,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EA19,2012,746520.945,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EA19,2013,748427.468,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EA19,2014,711866.025,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EA19,2015,726217.548,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EA19,2016,737827.397,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EA19,2017,743846.126,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EA19,2018,742086.432,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EA19,2019,738777.123,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EA19,2020,690156.711,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EE,2009,2724.541,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EE,2010,2878.489,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EE,2011,2781.689,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EE,2012,2827.225,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EE,2013,2840.316,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EE,2014,2774.349,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EE,2015,2750.345,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EE,2016,2794.835,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EE,2017,2807.413,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EE,2018,2887.281,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EE,2019,2823.291,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EE,2020,2726.818,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EL,2009,19732.182,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EL,2010,18373.799,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EL,2011,18185.332,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EL,2012,16402.985,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EL,2013,14668.337,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EL,2014,14804.112,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EL,2015,15741.021,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EL,2016,15879.176,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EL,2017,15720.777,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EL,2018,15152.503,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EL,2019,15401.091,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EL,2020,14482.855,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,ES,2009,84195.072,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,ES,2010,85494.707,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,ES,2011,82385.243,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,ES,2012,78995.093,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,ES,2013,76050.130,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,ES,2014,75138.488,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,ES,2015,75941.260,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,ES,2016,77626.932,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,ES,2017,79691.902,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,ES,2018,81689.296,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,ES,2019,81513.788,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,ES,2020,72323.256,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EU27_2020,2009,935064.560,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EU27_2020,2010,973146.690,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EU27_2020,2011,933989.941,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EU27_2020,2012,933320.395,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EU27_2020,2013,931828.221,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EU27_2020,2014,890628.612,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EU27_2020,2015,909449.290,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EU27_2020,2016,927747.565,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EU27_2020,2017,940587.284,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EU27_2020,2018,942623.193,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EU27_2020,2019,937857.122,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,EU27_2020,2020,885764.446,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FI,2009,22786.515,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FI,2010,25026.204,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FI,2011,23714.470,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FI,2012,23940.013,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FI,2013,23561.152,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FI,2014,23414.801,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FI,2015,23048.993,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FI,2016,24011.195,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FI,2017,24613.485,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FI,2018,25005.020,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FI,2019,24728.507,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FI,2020,23191.074,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FR,2009,142254.918,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FR,2010,146258.394,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FR,2011,141064.300,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FR,2012,146059.426,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FR,2013,148813.512,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FR,2014,137711.422,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FR,2015,140867.459,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FR,2016,143408.691,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FR,2017,142342.752,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FR,2018,140324.692,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FR,2019,139131.269,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,FR,2020,128168.955,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,GE,2013,3505.478,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,GE,2014,3796.823,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,GE,2015,3919.153,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,GE,2016,4165.671,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,GE,2017,4212.400,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,GE,2018,4155.102,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,GE,2019,4266.538,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,GE,2020,4188.821,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HR,2009,7098.770,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HR,2010,7129.931,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HR,2011,6875.184,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HR,2012,6559.662,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HR,2013,6468.037,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HR,2014,6130.773,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HR,2015,6484.349,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HR,2016,6531.665,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HR,2017,6792.599,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HR,2018,6682.495,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HR,2019,6726.385,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HR,2020,6431.987,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HU,2009,16562.120,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HU,2010,16879.616,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HU,2011,16917.517,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HU,2012,16003.531,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HU,2013,16255.431,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HU,2014,15775.708,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HU,2015,16829.628,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HU,2016,17306.308,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HU,2017,17874.513,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HU,2018,17849.381,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HU,2019,17969.639,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,HU,2020,17601.520,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IE,2009,11230.707,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IE,2010,11186.951,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IE,2011,10358.691,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IE,2012,10173.625,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IE,2013,10246.872,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IE,2014,10189.516,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IE,2015,10512.540,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IE,2016,10921.093,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IE,2017,10871.506,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IE,2018,11335.707,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IE,2019,11317.019,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IE,2020,10840.191,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IS,2009,2563.602,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IS,2010,2517.495,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IS,2011,2521.164,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IS,2012,2600.490,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IS,2013,2706.726,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IS,2014,2739.703,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IS,2015,2848.624,
ESTAT:TEN00124(1.0),04/03/22 11:05:00,A,FC_E,TOTAL,KTOE,IS,2016,2801.368,
